Timestamp                       (process)[PID]    
2026-03-11 19:03:28.221048-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.237450-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.254223-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.270705-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.287673-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.304280-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.321012-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.337458-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.354175-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.370757-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.387480-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.404462-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.421091-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.437790-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.454136-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.471304-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.487672-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.504209-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.521111-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.537644-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.554547-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.571089-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.587781-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.604635-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.621073-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.637720-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.654599-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.670943-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.687641-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.704319-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.721286-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.737998-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.754781-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.770994-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.787758-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.804355-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.821130-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.837637-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.854419-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.871256-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.887618-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.904310-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.921056-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.937659-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.954244-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.971018-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.987811-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:29.004386-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:29.021389-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:29.037575-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:29.054422-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:29.070868-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:08:55.651725-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] Display 2 setEnabled:1
2026-03-11 19:08:55.652034-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] Server::set_display_state display_id=2 seed=0 current_state=off target_state=off new_target_state=on
2026-03-11 19:08:55.652515-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] IOMFBDisplay::update_power_state display_id=2 current_power_state=0 target_power_state=0 new_target_power_state=1 sync=0 raw_power_state=1 power_assertions=0
2026-03-11 19:08:55.653576-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 set power state 1
2026-03-11 19:08:55.654444-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 uuid cleared
2026-03-11 19:08:55.654457-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 uuid set
2026-03-11 19:08:55.683499-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 hotplug-state 1 updating digital modes: color 0x785dc8ba0; timing 0x785dcb390
2026-03-11 19:08:55.683521-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 41 timing modes, 8 color modes
2026-03-11 19:08:55.684127-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 current mode (2048 x 1152) [32 77], preferred mode (2048 x 1152) [32 77]
2026-03-11 19:08:55.722577-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] set digital mode [77 32] 2048x1152 59hz YCbCr444_10bit
2026-03-11 19:08:55.722842-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 hot plug 1
2026-03-11 19:08:55.723459-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 1 posting brightness notification
2026-03-11 19:08:55.723468-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 posting brightness notification
2026-03-11 19:08:55.723490-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 EDR scaling applied in GP: 1
2026-03-11 19:08:55.723508-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] IOMFBDisplay::set_display_state display_id=2 current_state=off target_state=on
2026-03-11 19:08:55.723509-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] Server::set_display_state display_id=2 seed=0 current_state=off target_state=on result=queued
2026-03-11 19:08:55.723514-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] IOMFBDisplay::update_power_state display_id=2 current_power_state=0 target_power_state=1 new_target_power_state=1 sync=0 raw_power_state=1 power_assertions=0
2026-03-11 19:08:55.723515-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] IOMFBDisplay::complete_display_state_transition display_id=2, current_state=on
2026-03-11 19:08:55.729133-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 uuid cleared
2026-03-11 19:08:55.729146-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 uuid set
2026-03-11 19:08:55.744122-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 hotplug-state 1 updating digital modes: color 0x7858e42d0; timing 0x7858e45a0
2026-03-11 19:08:55.744137-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 41 timing modes, 8 color modes
2026-03-11 19:08:55.744782-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 current mode (2048 x 1152) [32 77], preferred mode (2048 x 1152) [32 77]
2026-03-11 19:08:55.745629-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] Display 136 setEnabled:0
2026-03-11 19:08:55.745634-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] Server::set_display_state display_id=136 seed=0 current_state=on target_state=on new_target_state=off
2026-03-11 19:08:55.745655-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] VirtualDisplay::set_display_state display_id=136 current_state=on target_state=off
2026-03-11 19:08:55.745656-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] Server::set_display_state display_id=136 seed=0 current_state=on target_state=off result=queued
2026-03-11 19:08:55.745703-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] VirtualDisplay::complete_display_state_transition display_id=136, current_state=off
2026-03-11 19:08:55.748293-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] set digital mode [77 32] 2048x1152 59hz YCbCr444_10bit
2026-03-11 19:08:55.748337-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 1 posting brightness notification
2026-03-11 19:08:55.748338-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 posting brightness notification
2026-03-11 19:08:55.748352-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:WindowServer] Display 2 EDR scaling applied in GP: 1
2026-03-11 19:08:56.182458-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] Display 2 setEnabled:1
2026-03-11 19:08:56.182459-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] Server::set_display_state display_id=2 seed=0 current_state=on target_state=on new_target_state=on
2026-03-11 19:08:56.182475-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] IOMFBDisplay::update_power_state display_id=2 current_power_state=0 target_power_state=1 new_target_power_state=1 sync=0 raw_power_state=1 power_assertions=0
2026-03-11 19:08:56.182476-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] IOMFBDisplay::update_power_state display_id=2 current_power_state=0 target_power_state=1 new_target_power_state=1 sync=0 raw_power_state=1 power_assertions=0
2026-03-11 19:08:56.182476-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:DisplayState] Server::set_display_state display_id=2 seed=0 current_state=on target_state=on result=completed
2026-03-11 19:08:56.849650-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 164.064, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
